PID,season,lg,team,playoffs,abbreviation,
1736,1948,BAA,Philadelphia Warriors,TRUE,PHW,
1737,1948,BAA,Providence Steamrollers,FALSE,PRO,
1738,1948,BAA,St. Louis Bombers,TRUE,STB,
1739,1948,BAA,Washington Capitols,TRUE,WSC,
1740,1947,BAA,Boston Celtics,FALSE,BOS,
1741,1947,BAA,Chicago Stags,TRUE,CHS,
1742,1947,BAA,Cleveland Rebels,TRUE,CLR,
1743,1947,BAA,Detroit Falcons,FALSE,DTF,
1744,1947,BAA,League Average,FALSE,NA,
1745,1947,BAA,New York Knicks,TRUE,NYK,
1746,1947,BAA,Philadelphia Warriors,TRUE,PHW,
1747,1947,BAA,Pittsburgh Ironmen,FALSE,PIT,
1748,1947,BAA,Providence Steamrollers,FALSE,PRO,
1749,1947,BAA,St. Louis Bombers,TRUE,STB,
1750,1947,BAA,Toronto Huskies,FALSE,TRH,
1751,1947,BAA,Washington Capitols,TRUE,WSC,
